"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Regulation Of Sequestering Of Triglyceride (GO:0010889)","1/14",0.187878826820389,0.391658856431566,0,0,5.15227629513344,8.61438989005024,"LCP1"
"Cellular Response To Exogenous dsRNA (GO:0071360)","1/14",0.187878826820389,0.391658856431566,0,0,5.15227629513344,8.61438989005024,"IFIT1"
"Regulation Of Superoxide Anion Generation (GO:0032928)","1/14",0.187878826820389,0.391658856431566,0,0,5.15227629513344,8.61438989005024,"TGFB1"
"Detection Of Mechanical Stimulus Involved In Sensory Perception (GO:0050974)","1/14",0.187878826820389,0.391658856431566,0,0,5.15227629513344,8.61438989005024,"COL11A1"
"Serine Family Amino Acid Metabolic Process (GO:0009069)","1/14",0.187878826820389,0.391658856431566,0,0,5.15227629513344,8.61438989005024,"SEPHS2"
"Establishment Of Apical/Basal Cell Polarity (GO:0035089)","1/14",0.187878826820389,0.391658856431566,0,0,5.15227629513344,8.61438989005024,"EZR"
"Striated Muscle Cell Development (GO:0055002)","1/14",0.187878826820389,0.391658856431566,0,0,5.15227629513344,8.61438989005024,"SDC1"
"Hyaluronan Metabolic Process (GO:0030212)","1/14",0.187878826820389,0.391658856431566,0,0,5.15227629513344,8.61438989005024,"TGFB1"
"Lipoprotein Biosynthetic Process (GO:0042158)","1/14",0.187878826820389,0.391658856431566,0,0,5.15227629513344,8.61438989005024,"UGCG"
"Mammary Gland Epithelium Development (GO:0061180)","1/14",0.187878826820389,0.391658856431566,0,0,5.15227629513344,8.61438989005024,"WNT7B"
"Negative Regulation Of Chondrocyte Differentiation (GO:0032331)","1/14",0.187878826820389,0.391658856431566,0,0,5.15227629513344,8.61438989005024,"NKX3-2"
"Negative Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001911)","1/14",0.187878826820389,0.391658856431566,0,0,5.15227629513344,8.61438989005024,"PTPRC"
"Negative Regulation Of Transcription Regulatory Region DNA Binding (GO:2000678)","1/14",0.187878826820389,0.391658856431566,0,0,5.15227629513344,8.61438989005024,"SOX11"
"Pancreas Development (GO:0031016)","1/14",0.187878826820389,0.391658856431566,0,0,5.15227629513344,8.61438989005024,"SELENOT"
"Pathway-Restricted SMAD Protein Phosphorylation (GO:0060389)","1/14",0.187878826820389,0.391658856431566,0,0,5.15227629513344,8.61438989005024,"TGFB1"
"Polarized Epithelial Cell Differentiation (GO:0030859)","1/14",0.187878826820389,0.391658856431566,0,0,5.15227629513344,8.61438989005024,"EZR"
"Positive Regulation Of Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002824)","1/14",0.187878826820389,0.391658856431566,0,0,5.15227629513344,8.61438989005024,"IL12RB1"
"Positive Regulation Of Exosomal Secretion (GO:1903543)","1/14",0.187878826820389,0.391658856431566,0,0,5.15227629513344,8.61438989005024,"SDC1"
"Positive Regulation Of Histone Acetylation (GO:0035066)","1/14",0.187878826820389,0.391658856431566,0,0,5.15227629513344,8.61438989005024,"FOXP3"
"Positive Regulation Of Transcription From RNA Polymerase II Promoter Involved In Cellular Response To Chemical Stimulus (GO:1901522)","1/14",0.187878826820389,0.391658856431566,0,0,5.15227629513344,8.61438989005024,"RUNX2"
"Mesenchymal Cell Differentiation (GO:0048762)","2/54",0.189289468992484,0.393064124328102,0,0,2.57981097400893,4.29403823278216,"TGFB1;LEF1"
"Negative Regulation Of Protein Ubiquitination (GO:0031397)","2/54",0.189289468992484,0.393064124328102,0,0,2.57981097400893,4.29403823278216,"DTX3L;ISG15"
"Positive Regulation Of Leukocyte Chemotaxis (GO:0002690)","2/54",0.189289468992484,0.393064124328102,0,0,2.57981097400893,4.29403823278216,"CCR1;CXCL10"
"Calcium Ion Homeostasis (GO:0055074)","3/102",0.191017751148383,0.395115529184187,0,0,2.03466168534662,3.36815640438653,"CCR1;SLC24A2;CCL11"
"Regulation Of Protein Secretion (GO:0050708)","3/102",0.191017751148383,0.395115529184187,0,0,2.03466168534662,3.36815640438653,"TGFB1;RSAD2;EZR"
"Sensory Perception Of Light Stimulus (GO:0050953)","3/102",0.191017751148383,0.395115529184187,0,0,2.03466168534662,3.36815640438653,"LUM;COL11A1;RGS16"
"Positive Regulation Of Inflammatory Response (GO:0050729)","3/104",0.198526067602362,0.404309502865188,0,0,1.99416790994168,3.22424020254692,"CCN4;TLR7;LCP1"
"Regulation Of Hormone Secretion (GO:0046883)","1/15",0.199865988107562,0.404309502865188,0,0,4.78401360544218,7.7027795182252,"SOX11"
"Regulation Of Interleukin-13 Production (GO:0032656)","1/15",0.199865988107562,0.404309502865188,0,0,4.78401360544218,7.7027795182252,"LEF1"
"Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902229)","1/15",0.199865988107562,0.404309502865188,0,0,4.78401360544218,7.7027795182252,"SFRP2"
"Regulation Of Monocyte Differentiation (GO:0045655)","1/15",0.199865988107562,0.404309502865188,0,0,4.78401360544218,7.7027795182252,"IRF7"
"Digestive Tract Morphogenesis (GO:0048546)","1/15",0.199865988107562,0.404309502865188,0,0,4.78401360544218,7.7027795182252,"SOX11"
"Epiboly Involved In Wound Healing (GO:0090505)","1/15",0.199865988107562,0.404309502865188,0,0,4.78401360544218,7.7027795182252,"LCP1"
"Sympathetic Nervous System Development (GO:0048485)","1/15",0.199865988107562,0.404309502865188,0,0,4.78401360544218,7.7027795182252,"SOX11"
"Glycosaminoglycan Catabolic Process (GO:0006027)","1/15",0.199865988107562,0.404309502865188,0,0,4.78401360544218,7.7027795182252,"TGFB1"
"Negative Regulation Of Synaptic Transmission (GO:0050805)","1/15",0.199865988107562,0.404309502865188,0,0,4.78401360544218,7.7027795182252,"SLC24A2"
"Phagosome Maturation (GO:0090382)","1/15",0.199865988107562,0.404309502865188,0,0,4.78401360544218,7.7027795182252,"RAB31"
"Positive Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043517)","1/15",0.199865988107562,0.404309502865188,0,0,4.78401360544218,7.7027795182252,"PMAIP1"
"Positive Regulation Of Endothelial Cell Apoptotic Process (GO:2000353)","1/15",0.199865988107562,0.404309502865188,0,0,4.78401360544218,7.7027795182252,"ITGA4"
"Positive Regulation Of Glucose Metabolic Process (GO:0010907)","1/15",0.199865988107562,0.404309502865188,0,0,4.78401360544218,7.7027795182252,"PMAIP1"
"Positive Regulation Of Isotype Switching (GO:0045830)","1/15",0.199865988107562,0.404309502865188,0,0,4.78401360544218,7.7027795182252,"TGFB1"
"Positive Regulation Of Syncytium Formation By Plasma Membrane Fusion (GO:0060143)","1/15",0.199865988107562,0.404309502865188,0,0,4.78401360544218,7.7027795182252,"CD53"
"Receptor Catabolic Process (GO:0032801)","1/15",0.199865988107562,0.404309502865188,0,0,4.78401360544218,7.7027795182252,"TGFB1"
"Pattern Recognition Receptor Signaling Pathway (GO:0002221)","2/56",0.200008198794022,0.404309502865188,0,0,2.4840096068765,3.99775740882913,"TLR10;TLR7"
"Positive Regulation Of Signal Transduction (GO:0009967)","6/266",0.200668619537725,0.405132988499241,0,0,1.55270162363588,2.49379468400997,"TGFB1;PTPRC;CD80;LY86;SULF1;SULF2"
"Lysosomal Transport (GO:0007041)","3/105",0.202306756655288,0.4079258405606,0,0,1.97451651893634,3.1552184306551,"PLEKHF2;DTX3L;LAPTM5"
"Signal Transduction In Response To DNA Damage (GO:0042770)","2/57",0.205394383019327,0.411279813709873,0,0,2.43872168786845,3.86006557905322,"DTX3L;PARP9"
"Myeloid Cell Differentiation (GO:0030099)","2/57",0.205394383019327,0.411279813709873,0,0,2.43872168786845,3.86006557905322,"INHBA;EVI2B"
"Positive Regulation Of Interleukin-1 Beta Production (GO:0032731)","2/57",0.205394383019327,0.411279813709873,0,0,2.43872168786845,3.86006557905322,"PYDC1;LCP1"
"Intracellular Protein Transport (GO:0006886)","7/325",0.20565481139936,0.411279813709873,0,0,1.48179813067785,2.34354700371274,"RAB31;TGFB1;SYNDIG1;LAPTM5;RAB19;AP1S3;CACNG4"
"Regulation Of Phagocytosis (GO:0050764)","2/58",0.21079620298549,0.411279813709873,0,0,2.39505119453925,3.72876772524576,"PTPRC;SIRPG"
"Response To Organic Cyclic Compound (GO:0014070)","2/58",0.21079620298549,0.411279813709873,0,0,2.39505119453925,3.72876772524576,"TGFB1;PMAIP1"
"Regulation Of Bone Mineralization (GO:0030500)","2/58",0.21079620298549,0.411279813709873,0,0,2.39505119453925,3.72876772524576,"CCR1;ISG15"
"DNA Repair-Dependent Chromatin Remodeling (GO:0140861)","1/16",0.211676806056799,0.411279813709873,0,0,4.46485260770975,6.93255283415669,"DTX3L"
"Regulation Of Interleukin-1 Production (GO:0032652)","1/16",0.211676806056799,0.411279813709873,0,0,4.46485260770975,6.93255283415669,"F2R"
"Activation Of Cysteine-Type Endopeptidase Activity (GO:0097202)","1/16",0.211676806056799,0.411279813709873,0,0,4.46485260770975,6.93255283415669,"CYFIP2"
"Activin Receptor Signaling Pathway (GO:0032924)","1/16",0.211676806056799,0.411279813709873,0,0,4.46485260770975,6.93255283415669,"INHBA"
"Antifungal Innate Immune Response (GO:0061760)","1/16",0.211676806056799,0.411279813709873,0,0,4.46485260770975,6.93255283415669,"CLEC4C"
"Regulation Of Natural Killer Cell Activation (GO:0032814)","1/16",0.211676806056799,0.411279813709873,0,0,4.46485260770975,6.93255283415669,"PTPN22"
"Cell Communication By Electrical Coupling Involved In Cardiac Conduction (GO:0086064)","1/16",0.211676806056799,0.411279813709873,0,0,4.46485260770975,6.93255283415669,"ATP1A3"
"Cell Surface Receptor Signaling Pathway Involved In Heart Development (GO:0061311)","1/16",0.211676806056799,0.411279813709873,0,0,4.46485260770975,6.93255283415669,"TGFB1"
"Cell Surface Toll-Like Receptor Signaling Pathway (GO:0140895)","1/16",0.211676806056799,0.411279813709873,0,0,4.46485260770975,6.93255283415669,"OAS1"
"Regulation Of Response To Cytokine Stimulus (GO:0060759)","1/16",0.211676806056799,0.411279813709873,0,0,4.46485260770975,6.93255283415669,"PARP9"
"Regulation Of Secretion (GO:0051046)","1/16",0.211676806056799,0.411279813709873,0,0,4.46485260770975,6.93255283415669,"OAS2"
"Cellular Response To Fatty Acid (GO:0071398)","1/16",0.211676806056799,0.411279813709873,0,0,4.46485260770975,6.93255283415669,"LCP1"
"Regulation Of Transforming Growth Factor Beta Production (GO:0071634)","1/16",0.211676806056799,0.411279813709873,0,0,4.46485260770975,6.93255283415669,"FN1"
"Stabilization Of Membrane Potential (GO:0030322)","1/16",0.211676806056799,0.411279813709873,0,0,4.46485260770975,6.93255283415669,"KCNK15"
"Heart Process (GO:0003015)","1/16",0.211676806056799,0.411279813709873,0,0,4.46485260770975,6.93255283415669,"NOX4"
"Negative Regulation Of ATP-dependent Activity (GO:0032780)","1/16",0.211676806056799,0.411279813709873,0,0,4.46485260770975,6.93255283415669,"IFIT1"
"Negative Regulation Of Interleukin-10 Production (GO:0032693)","1/16",0.211676806056799,0.411279813709873,0,0,4.46485260770975,6.93255283415669,"FOXP3"
"Negative Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0045953)","1/16",0.211676806056799,0.411279813709873,0,0,4.46485260770975,6.93255283415669,"TGFB1"
"Negative Regulation Of Viral-Induced Cytoplasmic Pattern Recognition Receptor Signaling Pathway (GO:0039532)","1/16",0.211676806056799,0.411279813709873,0,0,4.46485260770975,6.93255283415669,"LILRA4"
"Neuron Projection Organization (GO:0106027)","1/16",0.211676806056799,0.411279813709873,0,0,4.46485260770975,6.93255283415669,"ATP1A3"
"Positive Regulation By Host Of Viral Transcription (GO:0043923)","1/16",0.211676806056799,0.411279813709873,0,0,4.46485260770975,6.93255283415669,"LEF1"
"Positive Regulation Of Smooth Muscle Cell Migration (GO:0014911)","1/16",0.211676806056799,0.411279813709873,0,0,4.46485260770975,6.93255283415669,"CCN4"
"Protein Localization To Mitochondrion (GO:0070585)","1/16",0.211676806056799,0.411279813709873,0,0,4.46485260770975,6.93255283415669,"ISG15"
"Response To Tumor Necrosis Factor (GO:0034612)","3/108",0.213747390585127,0.414769296667828,0,0,1.91780821917808,2.9591020967673,"CCL11;CCL22;UBD"
"Positive Regulation Of Multicellular Organismal Process (GO:0051240)","8/387",0.213990905089085,0.414769296667828,0,0,1.421382144466,2.19151792593421,"TGFB1;F2R;LEF1;CXCR4;SOX11;INHBA;LCP1;PLAAT4"
"Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043280)","3/109",0.217591718156401,0.420618235023011,0,0,1.89961876453864,2.89717473139003,"F2R;LAPTM5;PMAIP1"
"Regulation Of Wnt Signaling Pathway (GO:0030111)","3/109",0.217591718156401,0.420618235023011,0,0,1.89961876453864,2.89717473139003,"SFRP2;SULF1;SULF2"
"Negative Regulation Of Cell Migration (GO:0030336)","4/163",0.220703485437116,0.420618235023011,0,0,1.68977068879812,2.55313396834323,"RAP2C;SFRP2;TP53INP1;SULF1"
"Golgi To Vacuole Transport (GO:0006896)","1/17",0.223313866189606,0.420618235023011,0,0,4.18558673469388,6.27493547038683,"LAPTM5"
"NAD Biosynthetic Process (GO:0009435)","1/17",0.223313866189606,0.420618235023011,0,0,4.18558673469388,6.27493547038683,"PARP9"
"Amyloid Precursor Protein Metabolic Process (GO:0042982)","1/17",0.223313866189606,0.420618235023011,0,0,4.18558673469388,6.27493547038683,"ADAM19"
"Regulation Of Receptor Recycling (GO:0001919)","1/17",0.223313866189606,0.420618235023011,0,0,4.18558673469388,6.27493547038683,"TRAT1"
"Cellular Response To dsRNA (GO:0071359)","1/17",0.223313866189606,0.420618235023011,0,0,4.18558673469388,6.27493547038683,"IFIT1"
"Response To Acidic pH (GO:0010447)","1/17",0.223313866189606,0.420618235023011,0,0,4.18558673469388,6.27493547038683,"GPR65"
"Response To Interferon-Alpha (GO:0035455)","1/17",0.223313866189606,0.420618235023011,0,0,4.18558673469388,6.27493547038683,"LAMP3"
"Sulfur Amino Acid Metabolic Process (GO:0000096)","1/17",0.223313866189606,0.420618235023011,0,0,4.18558673469388,6.27493547038683,"NOX4"
"Extracellular Matrix Assembly (GO:0085029)","1/17",0.223313866189606,0.420618235023011,0,0,4.18558673469388,6.27493547038683,"TGFB1"
"Filopodium Assembly (GO:0046847)","1/17",0.223313866189606,0.420618235023011,0,0,4.18558673469388,6.27493547038683,"EZR"
"Toll-Like Receptor 4 Signaling Pathway (GO:0034142)","1/17",0.223313866189606,0.420618235023011,0,0,4.18558673469388,6.27493547038683,"OAS1"
"Membrane Lipid Metabolic Process (GO:0006643)","1/17",0.223313866189606,0.420618235023011,0,0,4.18558673469388,6.27493547038683,"CERKL"
"Mesenchyme Development (GO:0060485)","1/17",0.223313866189606,0.420618235023011,0,0,4.18558673469388,6.27493547038683,"SFRP2"
"Negative Regulation Of Interleukin-8 Production (GO:0032717)","1/17",0.223313866189606,0.420618235023011,0,0,4.18558673469388,6.27493547038683,"PTPN22"
"Negative Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051444)","1/17",0.223313866189606,0.420618235023011,0,0,4.18558673469388,6.27493547038683,"DTX3L"
"Neural Tube Development (GO:0021915)","1/17",0.223313866189606,0.420618235023011,0,0,4.18558673469388,6.27493547038683,"TGFB1"
"Positive Regulation Of SMAD Protein Signal Transduction (GO:0060391)","1/17",0.223313866189606,0.420618235023011,0,0,4.18558673469388,6.27493547038683,"TGFB1"
"Positive Regulation Of Alpha-Beta T Cell Proliferation (GO:0046641)","1/17",0.223313866189606,0.420618235023011,0,0,4.18558673469388,6.27493547038683,"PTPN22"
"Positive Regulation Of Cell Adhesion Mediated By Integrin (GO:0033630)","1/17",0.223313866189606,0.420618235023011,0,0,4.18558673469388,6.27493547038683,"SFRP2"
"Positive Regulation Of Peptidyl-Lysine Acetylation (GO:2000758)","1/17",0.223313866189606,0.420618235023011,0,0,4.18558673469388,6.27493547038683,"FOXP3"
"Positive Regulation Of Regulatory T Cell Differentiation (GO:0045591)","1/17",0.223313866189606,0.420618235023011,0,0,4.18558673469388,6.27493547038683,"FOXP3"
"Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015)","3/111",0.225322867154042,0.423903537383808,0,0,1.8642503805175,2.77814495487378,"TGFB1;SOX11;ASPN"
"Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0060393)","2/61",0.22707943659393,0.425209564896937,0,0,2.27292184878811,3.36950522708619,"TGFB1;INHBA"
"Negative Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001243)","2/61",0.22707943659393,0.425209564896937,0,0,2.27292184878811,3.36950522708619,"SFRP2;RTKN2"
"Positive Regulation Of Cell Junction Assembly (GO:1901890)","2/61",0.22707943659393,0.425209564896937,0,0,2.27292184878811,3.36950522708619,"CNTNAP2;SYNDIG1"
"Positive Regulation Of Organelle Assembly (GO:1902117)","2/61",0.22707943659393,0.425209564896937,0,0,2.27292184878811,3.36950522708619,"SDC1;LCP1"
"Negative Regulation Of Kinase Activity (GO:0033673)","2/62",0.232527976342235,0.425687797935543,0,0,2.2349260523322,3.26018660712626,"PTPRC;PYDC1"
"Phosphatidylinositol-Mediated Signaling (GO:0048015)","2/62",0.232527976342235,0.425687797935543,0,0,2.2349260523322,3.26018660712626,"FCGR3A;EZR"
"Positive Regulation Of Apoptotic Signaling Pathway (GO:2001235)","2/62",0.232527976342235,0.425687797935543,0,0,2.2349260523322,3.26018660712626,"TNFRSF12A;PMAIP1"
"Regulation Of Exosomal Secretion (GO:1903541)","1/18",0.234779716163076,0.425687797935543,0,0,3.93917567026811,5.70828933251007,"SDC1"
"T-helper Cell Differentiation (GO:0042093)","1/18",0.234779716163076,0.425687797935543,0,0,3.93917567026811,5.70828933251007,"LEF1"
"Actin Filament Capping (GO:0051693)","1/18",0.234779716163076,0.425687797935543,0,0,3.93917567026811,5.70828933251007,"CAPZA1"
"Regulation Of Mitochondrial Membrane Permeability (GO:0046902)","1/18",0.234779716163076,0.425687797935543,0,0,3.93917567026811,5.70828933251007,"PMAIP1"
"Barbed-End Actin Filament Capping (GO:0051016)","1/18",0.234779716163076,0.425687797935543,0,0,3.93917567026811,5.70828933251007,"CAPZA1"
"Cell Junction Maintenance (GO:0034331)","1/18",0.234779716163076,0.425687797935543,0,0,3.93917567026811,5.70828933251007,"F2R"
"Regulation Of Vascular Endothelial Cell Proliferation (GO:1905562)","1/18",0.234779716163076,0.425687797935543,0,0,3.93917567026811,5.70828933251007,"ITGA4"
"Epithelial Cell Development (GO:0002064)","1/18",0.234779716163076,0.425687797935543,0,0,3.93917567026811,5.70828933251007,"WNT7B"
"Intracellular Sodium Ion Homeostasis (GO:0006883)","1/18",0.234779716163076,0.425687797935543,0,0,3.93917567026811,5.70828933251007,"ATP1A3"
"Melanosome Assembly (GO:1903232)","1/18",0.234779716163076,0.425687797935543,0,0,3.93917567026811,5.70828933251007,"AP1S3"
"ncRNA-mediated Post-Transcriptional Gene Silencing (GO:0035194)","1/18",0.234779716163076,0.425687797935543,0,0,3.93917567026811,5.70828933251007,"HELZ2"
"Negative Regulation Of Nervous System Development (GO:0051961)","1/18",0.234779716163076,0.425687797935543,0,0,3.93917567026811,5.70828933251007,"CCL11"
"Negative Regulation Of Viral Entry Into Host Cell (GO:0046597)","1/18",0.234779716163076,0.425687797935543,0,0,3.93917567026811,5.70828933251007,"LRRC15"
"Neural Crest Cell Differentiation (GO:0014033)","1/18",0.234779716163076,0.425687797935543,0,0,3.93917567026811,5.70828933251007,"KBTBD8"
"Positive Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900227)","1/18",0.234779716163076,0.425687797935543,0,0,3.93917567026811,5.70828933251007,"PTPN22"
"Positive Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900017)","1/18",0.234779716163076,0.425687797935543,0,0,3.93917567026811,5.70828933251007,"CD6"
"Positive Regulation Of Epidermal Cell Differentiation (GO:0045606)","1/18",0.234779716163076,0.425687797935543,0,0,3.93917567026811,5.70828933251007,"PLAAT4"
"Positive Regulation Of Extracellular Matrix Organization (GO:1903055)","1/18",0.234779716163076,0.425687797935543,0,0,3.93917567026811,5.70828933251007,"TGFB1"
"Positive Regulation Of Interleukin-4 Production (GO:0032753)","1/18",0.234779716163076,0.425687797935543,0,0,3.93917567026811,5.70828933251007,"CD86"
"Positive Regulation Of Natural Killer Cell Activation (GO:0032816)","1/18",0.234779716163076,0.425687797935543,0,0,3.93917567026811,5.70828933251007,"FCGR3A"
"Positive Regulation Of Nervous System Process (GO:0031646)","1/18",0.234779716163076,0.425687797935543,0,0,3.93917567026811,5.70828933251007,"CST7"
"Positive Regulation Of Neuroblast Proliferation (GO:0002052)","1/18",0.234779716163076,0.425687797935543,0,0,3.93917567026811,5.70828933251007,"VCAN"
"Positive Regulation Of Neutrophil Chemotaxis (GO:0090023)","1/18",0.234779716163076,0.425687797935543,0,0,3.93917567026811,5.70828933251007,"RAC2"
"Positive Regulation Of Response To Endoplasmic Reticulum Stress (GO:1905898)","1/18",0.234779716163076,0.425687797935543,0,0,3.93917567026811,5.70828933251007,"PMAIP1"
"Regulation Of T Cell Cytokine Production (GO:0002724)","1/18",0.234779716163076,0.425687797935543,0,0,3.93917567026811,5.70828933251007,"FOXP3"
"Positive Regulation Of Interleukin-1 Production (GO:0032732)","2/64",0.243447457132363,0.434844440514934,0,0,2.16261147198062,3.05545457473193,"PYDC1;LCP1"
"Regulation Of Apoptotic Process (GO:0042981)","13/705",0.243448033726961,0.434844440514934,0,0,1.26659799942606,1.78951522927856,"FCMR;TNFRSF12A;CBX4;STAT1;LEF1;IFI6;COMP;CXCL10;SFRP2;UBD;CTLA4;PMAIP1;EVI2B"
"Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090287)","1/19",0.246076866400082,0.434844440514934,0,0,3.72014361300076,5.21605549716991,"SULF1"
"Regulation Of Early Endosome To Late Endosome Transport (GO:2000641)","1/19",0.246076866400082,0.434844440514934,0,0,3.72014361300076,5.21605549716991,"EZR"
"Regulation Of Smooth Muscle Cell Migration (GO:0014910)","1/19",0.246076866400082,0.434844440514934,0,0,3.72014361300076,5.21605549716991,"CCN4"
"Regulation Of Tissue Remodeling (GO:0034103)","1/19",0.246076866400082,0.434844440514934,0,0,3.72014361300076,5.21605549716991,"TGFB1"
"Release Of Cytochrome C From Mitochondria (GO:0001836)","1/19",0.246076866400082,0.434844440514934,0,0,3.72014361300076,5.21605549716991,"IFI6"
"Cortical Actin Cytoskeleton Organization (GO:0030866)","1/19",0.246076866400082,0.434844440514934,0,0,3.72014361300076,5.21605549716991,"LCP1"
"Response To Fatty Acid (GO:0070542)","1/19",0.246076866400082,0.434844440514934,0,0,3.72014361300076,5.21605549716991,"LCP1"
"Embryonic Digestive Tract Development (GO:0048566)","1/19",0.246076866400082,0.434844440514934,0,0,3.72014361300076,5.21605549716991,"SOX11"
"Establishment Of Epithelial Cell Polarity (GO:0090162)","1/19",0.246076866400082,0.434844440514934,0,0,3.72014361300076,5.21605549716991,"EZR"
"Establishment Of Skin Barrier (GO:0061436)","1/19",0.246076866400082,0.434844440514934,0,0,3.72014361300076,5.21605549716991,"UGCG"
"Superoxide Anion Generation (GO:0042554)","1/19",0.246076866400082,0.434844440514934,0,0,3.72014361300076,5.21605549716991,"NOX4"
"Gastrulation (GO:0007369)","1/19",0.246076866400082,0.434844440514934,0,0,3.72014361300076,5.21605549716991,"EOMES"
"Immunoglobulin Production Involved In Immunoglobulin-Mediated Immune Response (GO:0002381)","1/19",0.246076866400082,0.434844440514934,0,0,3.72014361300076,5.21605549716991,"GAPT"
"Insulin Secretion (GO:0030073)","1/19",0.246076866400082,0.434844440514934,0,0,3.72014361300076,5.21605549716991,"SELENOT"
"Negative Regulation Of Axon Extension Involved In Axon Guidance (GO:0048843)","1/19",0.246076866400082,0.434844440514934,0,0,3.72014361300076,5.21605549716991,"SEMA7A"
"Phosphate Ion Transport (GO:0006817)","1/19",0.246076866400082,0.434844440514934,0,0,3.72014361300076,5.21605549716991,"SLC20A1"
"Positive Regulation Of Activated T Cell Proliferation (GO:0042104)","1/19",0.246076866400082,0.434844440514934,0,0,3.72014361300076,5.21605549716991,"IL12RB1"
"Positive Regulation Of Axon Extension (GO:0045773)","1/19",0.246076866400082,0.434844440514934,0,0,3.72014361300076,5.21605549716991,"SEMA7A"
"Positive Regulation Of Hormone Secretion (GO:0046887)","1/19",0.246076866400082,0.434844440514934,0,0,3.72014361300076,5.21605549716991,"SOX11"
"Receptor Clustering (GO:0043113)","1/19",0.246076866400082,0.434844440514934,0,0,3.72014361300076,5.21605549716991,"ITGA4"
"Regulation Of Behavior (GO:0050795)","1/19",0.246076866400082,0.434844440514934,0,0,3.72014361300076,5.21605549716991,"GPR171"
"Protein Maturation (GO:0051604)","3/117",0.248813206042213,0.438711390829937,0,0,1.76559120403749,2.4560306596758,"ADAM19;AEBP1;PHEX"
"Protein Processing (GO:0016485)","3/117",0.248813206042213,0.438711390829937,0,0,1.76559120403749,2.4560306596758,"ADAM19;AEBP1;PHEX"
"Regulation Of Endocytosis (GO:0030100)","2/66",0.254387576866186,0.44183441300413,0,0,2.09481655290102,2.86758659028099,"PTPRC;CD22"
"Negative Regulation Of Endopeptidase Activity (GO:0010951)","2/66",0.254387576866186,0.44183441300413,0,0,2.09481655290102,2.86758659028099,"CST2;CST4"
"Negative Regulation Of Immune Response (GO:0050777)","2/66",0.254387576866186,0.44183441300413,0,0,2.09481655290102,2.86758659028099,"FOXP3;SAMSN1"
"Negative Regulation Of Intracellular Signal Transduction (GO:1902532)","5/231",0.255674864584987,0.44183441300413,0,0,1.48603906011596,2.0267324431527,"STAT1;RTKN2;RHOH;TRIM59;CD22"
"Negative Regulation Of Multicellular Organismal Process (GO:0051241)","5/231",0.255674864584987,0.44183441300413,0,0,1.48603906011596,2.0267324431527,"SFRP2;PTPRO;F2R;FOXP3;HOXC10"
"Regulation Of Protein Kinase Activity (GO:0045859)","3/119",0.256726734520574,0.44183441300413,0,0,1.734972838923,2.35911725894217,"RAP2C;PTPRC;PYDC1"
"Fc-gamma Receptor Signaling Pathway Involved In Phagocytosis (GO:0038096)","1/20",0.257207790705715,0.44183441300413,0,0,3.52416756176155,4.78536491934412,"PLPP4"
"Regulation Of Fibroblast Migration (GO:0010762)","1/20",0.257207790705715,0.44183441300413,0,0,3.52416756176155,4.78536491934412,"TGFB1"
"Ameboidal-Type Cell Migration (GO:0001667)","1/20",0.257207790705715,0.44183441300413,0,0,3.52416756176155,4.78536491934412,"ITGA4"
"Calcium-Mediated Signaling Using Intracellular Calcium Source (GO:0035584)","1/20",0.257207790705715,0.44183441300413,0,0,3.52416756176155,4.78536491934412,"PTPRC"
"Cell Projection Organization (GO:0030030)","1/20",0.257207790705715,0.44183441300413,0,0,3.52416756176155,4.78536491934412,"CYFIP2"
"Regulation Of Smooth Muscle Contraction (GO:0006940)","1/20",0.257207790705715,0.44183441300413,0,0,3.52416756176155,4.78536491934412,"F2R"
"Regulation Of Toll-Like Receptor Signaling Pathway (GO:0034121)","1/20",0.257207790705715,0.44183441300413,0,0,3.52416756176155,4.78536491934412,"IRF7"
"Response To Ketone (GO:1901654)","1/20",0.257207790705715,0.44183441300413,0,0,3.52416756176155,4.78536491934412,"TGFB1"
"Striated Muscle Cell Differentiation (GO:0051146)","1/20",0.257207790705715,0.44183441300413,0,0,3.52416756176155,4.78536491934412,"SDC1"
"Long-Term Memory (GO:0007616)","1/20",0.257207790705715,0.44183441300413,0,0,3.52416756176155,4.78536491934412,"CAMK4"
"Long-Term Synaptic Potentiation (GO:0060291)","1/20",0.257207790705715,0.44183441300413,0,0,3.52416756176155,4.78536491934412,"SLC24A2"
